"address","borough","date","status","resolution","zip_code","latitude","longitude","closed_date"
"59 DIVISION STREET","MANHATTAN",2021-12-15,"Open","Site to be cleaned.","10002","40.714214","-73.994632",NA
"40-11 GREENPOINT AVENUE","QUEENS",2021-12-15,"Open","Site to be cleaned.","11104","40.739765","-73.924587",NA
"149-19 UNION TURNPIKE","QUEENS",2021-12-15,"Open","Graffiti Reported","11367","40.718686","-73.813516",NA
"286 SOUTH    2 STREET","BROOKLYN",2021-12-15,"Open","Site to be cleaned.","11211","40.711226","-73.956528",NA
"5601 6 AVENUE","BROOKLYN",2021-12-15,"Open","Property Research Required","11220","40.640325","-74.011689",NA
"90-10 ELMHURST AVENUE","QUEENS",2021-12-15,"Open","Graffiti Reported","11372","40.748649","-73.876125",NA
"377 68 STREET","BROOKLYN",2021-12-15,"Open","Property Research Required","11220","40.635679","-74.024003",NA
"50 BELMONT AVENUE","BROOKLYN",2021-12-15,"Open","Site to be cleaned.","11212","40.668708","-73.908414",NA
"382A SOUTH    3 STREET","BROOKLYN",2021-12-15,"Open","Graffiti Reported","11211","40.708655","-73.951977",NA
"518 67 STREET","BROOKLYN",2021-12-15,"Open","Graffiti Reported","11220","40.635172","-74.019503",NA
"509 EAST   12 STREET","MANHATTAN",2021-12-15,"Open","Graffiti Reported","10009","40.728892","-73.980838",NA
"57 DIVISION STREET","MANHATTAN",2021-12-15,"Open","Site to be cleaned.","10002","40.714184","-73.995083",NA
"358 SOUTH    5 STREET","BROOKLYN",2021-12-15,"Open","Graffiti Reported","11211","40.708104","-73.954676",NA
"5915 4 AVENUE","BROOKLYN",2021-12-15,"Open","Site to be cleaned.","11220","40.641282","-74.017959",NA
"7819 NEW UTRECTH AVENUE","BROOKLYN",2021-12-15,"Open","Site to be cleaned.","11214","40.613176","-74.000677",NA
"7802 17 AVENUE","BROOKLYN",2021-12-15,"Open","Site to be cleaned.","11214","40.613026","-74.000263",NA
"156 VERNON AVENUE","BROOKLYN",2021-12-15,"Open","Graffiti Reported","11206","40.695040","-73.945489",NA
"104 CANAL STREET","MANHATTAN",2021-12-15,"Open","Site to be cleaned.","10002","40.715529","-73.993997",NA
"37-68 91 STREET","QUEENS",2021-12-15,"Open","Site to be cleaned.","11372","40.748967","-73.875652",NA
"3458 THIRD AVENUE","BRONX",2021-12-15,"Open","Graffiti Reported","10456","40.829793","-73.906403",NA
"6112 5 AVENUE","BROOKLYN",2021-12-15,"Open","Graffiti Reported","11220","40.638773","-74.016917",NA
"360 SOUTH    5 STREET","BROOKLYN",2021-12-15,"Open","Graffiti Reported","11211","40.708085","-73.954618",NA
"321 WEST  125 STREET","MANHATTAN",2021-12-15,"Open","Site to be cleaned.","10027","40.810443","-73.951792",NA
"1015 EAST GUN HILL ROAD","BRONX",2021-12-14,"Open","Site downloaded for cleaning","10469","40.874550","-73.857522",NA
"3233 WHITEPLAINS ROAD","BRONX",2021-12-14,"Open","Graffiti Reported","10467","40.872111","-73.867145",NA
"3080 WHITE PLAINS ROAD","BRONX",2021-12-14,"Open","Site downloaded for cleaning","10467","40.870843","-73.867169",NA
"48 HESTER STREET","MANHATTAN",2021-12-02,"Open","Site downloaded for cleaning","10002","40.715702","-73.990282",NA
"119 ORCHARD STREET","MANHATTAN",2021-12-02,"Open","Graffiti Reported","10002","40.719454","-73.989560",NA
"210 THOMPSON STREET","MANHATTAN",2021-12-02,"Open","Graffiti Reported","10012","40.728888","-73.999271",NA
"6024 4 AVENUE","BROOKLYN",2021-12-02,"Open","Site downloaded for cleaning","11220","40.640659","-74.018629",NA
"7 MONROE STREET","MANHATTAN",2021-12-02,"Open","Site downloaded for cleaning","10002","40.711412","-73.996191",NA
"193 ORCHARD STREET","MANHATTAN",2021-12-02,"Open","Graffiti Reported","10002","40.722223","-73.988131",NA
"75 ALLEN STREET","MANHATTAN",2021-12-01,"Open","Site downloaded for cleaning","10002","40.717760","-73.991126",NA
"106 SPRING STREET","MANHATTAN",2021-12-01,"Open","Graffiti Reported","10012","40.723473","-73.999729",NA
"93 ALLEN STREET","MANHATTAN",2021-12-01,"Open","Site downloaded for cleaning","10002","40.718499","-73.990754",NA
"229 CHRYSTIE STREET","MANHATTAN",2021-12-01,"Open","Graffiti Reported","10002","40.723203","-73.991248",NA
"80 ROEBLING STREET","BROOKLYN",2021-12-01,"Open","Graffiti Reported","11211","40.716470","-73.954966",NA
"54 MERCER STREET","MANHATTAN",2021-12-01,"Open","Site downloaded for cleaning","10013","40.721861","-74.000916",NA
"1008 WILLOUGHBY AVENUE","BROOKLYN",2021-12-01,"Open","Graffiti Reported","11221","40.698923","-73.928849",NA
"97-18 101 AVENUE","QUEENS",2021-12-01,"Open","Graffiti Reported","11416","40.684836","-73.843970",NA
"3855 WHITE PLAINS ROAD","BRONX",2021-12-01,"Open","Graffiti Reported","10467","40.885117","-73.861966",NA
"2932 WEST    5 STREET","BROOKLYN",2021-12-01,"Open","Site downloaded for cleaning","11224","40.578089","-73.972385",NA
"357 WEST BROADWAY","MANHATTAN",2021-12-01,"Open","Graffiti Reported","10013","40.722995","-74.003236",NA
"81 ALLEN STREET","MANHATTAN",2021-12-01,"Open","Site downloaded for cleaning","10002","40.717936","-73.991039",NA
"111 SPRING STREET","MANHATTAN",2021-12-01,"Open","Site downloaded for cleaning","10012","40.723574","-73.999895",NA
"206 VARICK STREET","MANHATTAN",2021-12-01,"Open","Site downloaded for cleaning","10014","40.728638","-74.005300",NA
"153-02 NORTHERN BOULEVARD","QUEENS",2021-12-01,"Open","Graffiti Reported","11354","40.764833","-73.811802",NA
"1116 CYPRESS AVENUE","QUEENS",2021-12-01,"Open","Graffiti Reported","11385","40.695923","-73.899534",NA
"148 TOMPKINS AVENUE","BROOKLYN",2021-12-01,"Open","Site downloaded for cleaning","11206","40.694121","-73.946067",NA
"89 ELDRIDGE STREET","MANHATTAN",2021-12-01,"Open","Site downloaded for cleaning","10002","40.717319","-73.992406",NA
"950 BROADWAY","BROOKLYN",2021-12-01,"Open","Graffiti Reported","11221","40.696893","-73.935083",NA
"83-15 101 AVENUE","QUEENS",2021-12-01,"Open","Graffiti Reported","11416","40.681434","-73.855991",NA
"3429 ATLANTIC AVENUE","BROOKLYN",2021-12-01,"Open","Site downloaded for cleaning","11208","40.682080","-73.870221",NA
"16 WOOSTER STREET","MANHATTAN",2021-12-01,"Open","Graffiti Reported","10013","40.721419","-74.003442",NA
"361 CANAL STREET","MANHATTAN",2021-12-01,"Open","Site downloaded for cleaning","10013","40.721000","-74.004116",NA
"106 THOMPSON STREET","MANHATTAN",2021-12-01,"Open","Graffiti Reported","10012","40.725592","-74.002020",NA
"57 ORCHARD STREET","MANHATTAN",2021-12-01,"Open","Site downloaded for cleaning","10002","40.716753","-73.990946",NA
"16 GREENE STREET","MANHATTAN",2021-12-01,"Open","Site downloaded for cleaning","10013","40.720917","-74.002792",NA
"59 ORCHARD STREET","MANHATTAN",2021-12-01,"Open","Site downloaded for cleaning","10002","40.716822","-73.990909",NA
"331 CANAL STREET","MANHATTAN",2021-12-01,"Open","Site downloaded for cleaning","10013","40.720278","-74.003110",NA
"88 ELDRIDGE STREET","MANHATTAN",2021-12-01,"Open","Site downloaded for cleaning","10002","40.717236","-73.992424",NA
"148 58 STREET","BROOKLYN",2021-12-01,"Open","Site downloaded for cleaning","11220","40.645261","-74.022738",NA
"86-16 101 AVENUE","QUEENS",2021-12-01,"Open","Graffiti Reported","11416","40.682145","-73.853437",NA
"68 GREENE STREET","MANHATTAN",2021-12-01,"Open","Graffiti Reported","10012","40.723086","-74.000949",NA
"86-24 101 AVENUE","QUEENS",2021-12-01,"Open","Graffiti Reported","11416","40.682158","-73.853390",NA
"57 ALLEN STREET","MANHATTAN",2021-12-01,"Open","Site downloaded for cleaning","10002","40.717050","-73.991487",NA
"20 MESEROLE STREET","BROOKLYN",2021-12-01,"Open","Site downloaded for cleaning","11206","40.707468","-73.949609",NA
"371 CANAL STREET","MANHATTAN",2021-12-01,"Open","Site downloaded for cleaning","10013","40.721156","-74.004340",NA
"27 GREENE STREET","MANHATTAN",2021-12-01,"Open","Site downloaded for cleaning","10013","40.721323","-74.002475",NA
"39 MERCER STREET","MANHATTAN",2021-12-01,"Open","Site downloaded for cleaning","10013","40.721398","-74.001338",NA
"105 MERCER STREET","MANHATTAN",2021-12-01,"Open","Site downloaded for cleaning","10012","40.723698","-73.999390",NA
"110-06 101 AVENUE","QUEENS",2021-12-01,"Open","Graffiti Reported","11419","40.687843","-73.833398",NA
"58 ORCHARD STREET","MANHATTAN",2021-12-01,"Open","Graffiti Reported","10002","40.716816","-73.990891",NA
"78 FORSYTH STREET","MANHATTAN",2021-12-01,"Open","Site downloaded for cleaning","10002","40.717393","-73.993355",NA
"42 ALLEN STREET","MANHATTAN",2021-12-01,"Open","Graffiti Reported","10002","40.716377","-73.991808",NA
"66 CRESCENT STREET","BROOKLYN",2021-12-01,"Open","Site downloaded for cleaning","11208","40.687804","-73.873534",NA
"357 CANAL STREET","MANHATTAN",2021-12-01,"Open","Site downloaded for cleaning","10013","40.720934","-74.004026",NA
"1440 NOBLE AVENUE","BRONX",2021-12-01,"Open","Graffiti Reported","10472","40.835465","-73.871078",NA
"47 ORCHARD STREET","MANHATTAN",2021-12-01,"Open","Site downloaded for cleaning","10002","40.716410","-73.991122",NA
"159 ELDRIDGE STREET","MANHATTAN",2021-12-01,"Open","Site downloaded for cleaning","10002","40.719929","-73.991071",NA
"80-16 101 AVENUE","QUEENS",2021-12-01,"Open","Site downloaded for cleaning","11416","40.680773","-73.858250",NA
"85 WOOSTER STREET","MANHATTAN",2021-12-01,"Open","Site downloaded for cleaning","10012","40.723832","-74.001421",NA
"100 WOOSTER STREET","MANHATTAN",2021-12-01,"Open","Site downloaded for cleaning","10012","40.724496","-74.000837",NA
"367 CANAL STREET","MANHATTAN",2021-12-01,"Open","Site downloaded for cleaning","10013","40.721093","-74.004253",NA
"1359 OGDEN AVENUE","BRONX",2021-12-01,"Open","Site downloaded for cleaning","10452","40.841453","-73.924895",NA
"1369 LELAND AVENUE","BRONX",2021-12-01,"Open","Graffiti Reported","10460","40.834853","-73.864025",NA
"94-02 76 STREET","QUEENS",2021-12-01,"Open","Graffiti Reported","11416","40.683741","-73.863324",NA
"1801 MCGRAW AVENUE","BRONX",2021-11-30,"Open","Site downloaded for cleaning","10472","40.834069","-73.866592",NA
"169 MOTT STREET","MANHATTAN",2021-11-30,"Open","Site downloaded for cleaning","10013","40.719869","-73.996165",NA
"268 ELIZABETH STREET","MANHATTAN",2021-11-30,"Open","Site downloaded for cleaning","10012","40.723925","-73.993650",NA
"262 ELIZABETH STREET","MANHATTAN",2021-11-30,"Open","Graffiti Reported","10012","40.723802","-73.993701",NA
"7816 NEW UTRECHT AVENUE","BROOKLYN",2021-11-30,"Open","Graffiti Reported","11214","40.613193","-74.000695",NA
"266 ELIZABETH STREET","MANHATTAN",2021-11-30,"Open","Site downloaded for cleaning","10012","40.723884","-73.993668",NA
"196 MOTT STREET","MANHATTAN",2021-11-30,"Open","Site downloaded for cleaning","10012","40.721189","-73.995624",NA
"8402 18 AVENUE","BROOKLYN",2021-11-30,"Open","Graffiti Reported","11214","40.608565","-74.001048",NA
"181 MOTT STREET","MANHATTAN",2021-11-30,"Open","Site downloaded for cleaning","10012","40.720505","-73.995916",NA
"1749 84 STREET","BROOKLYN",2021-11-30,"Open","Site downloaded for cleaning","11214","40.609235","-74.002017",NA
"1776 84 STREET","BROOKLYN",2021-11-30,"Open","Property Research Required","11214","40.608911","-74.001455",NA
"147 ELIZABETH STREET","MANHATTAN",2021-11-30,"Open","Site downloaded for cleaning","10012","40.720250","-73.995126",NA
"1311 BEACH AVENUE","BRONX",2021-11-30,"Open","Site downloaded for cleaning","10472","40.833341","-73.866623",NA
"342 63 STREET","BROOKLYN",2021-11-30,"Open","Site downloaded for cleaning","11220","40.639549","-74.020870",NA
"6814 NEW UTRECHT AVENUE","BROOKLYN",2021-11-30,"Open","Site downloaded for cleaning","11219","40.621073","-73.998451",NA
"163 MOTT STREET","MANHATTAN",2021-11-30,"Open","Site downloaded for cleaning","10013","40.719652","-73.996252",NA
"172 ELIZABETH STREET","MANHATTAN",2021-11-30,"Open","Graffiti Reported","10012","40.720986","-73.994820",NA
"275 56 STREET","BROOKLYN",2021-11-30,"Open","Site downloaded for cleaning","11220","40.644872","-74.018972",NA
"99-30 CORONA AVENUE","QUEENS",2021-11-30,"Open","Graffiti Reported","11368","40.744322","-73.862348",NA
"209 EAST    2 STREET","MANHATTAN",2021-11-30,"Open","Site downloaded for cleaning","10009","40.721811","-73.982968",NA
"365 BROOME STREET","MANHATTAN",2021-11-30,"Open","Graffiti Reported","10013","40.720064","-73.995765",NA
"260 ELIZABETH STREET","MANHATTAN",2021-11-30,"Open","Graffiti Reported","10012","40.723758","-73.993719",NA
"425 BROADWAY","MANHATTAN",2021-11-30,"Open","Site downloaded for cleaning","10013","40.719762","-74.001587",NA
"223 MOTT STREET","MANHATTAN",2021-11-30,"Open","Site downloaded for cleaning","10012","40.722300","-73.995209",NA
"1760 EAST  174 STREET","BRONX",2021-11-30,"Open","Site downloaded for cleaning","10472","40.834790","-73.868842",NA
"117 MULBERRY STREET","MANHATTAN",2021-11-30,"Open","Site downloaded for cleaning","10013","40.717739","-73.998204",NA
"589 3 AVENUE","BROOKLYN",2021-11-30,"Open","Site downloaded for cleaning","11215","40.667339","-73.994456",NA
"242 MOTT STREET","MANHATTAN",2021-11-30,"Open","Graffiti Reported","10012","40.723269","-73.994794",NA
"6001 14 AVENUE","BROOKLYN",2021-11-30,"Open","Site downloaded for cleaning","11219","40.627455","-73.996390",NA
"6816 NEW UTRECHT AVENUE","BROOKLYN",2021-11-30,"Open","Property Research Required","11219","40.621062","-73.998455",NA
"207 BOWERY","MANHATTAN",2021-11-30,"Open","Site downloaded for cleaning","10002","40.721364","-73.993618",NA
"6 CROSBY STREET","MANHATTAN",2021-11-30,"Open","Site downloaded for cleaning","10013","40.719828","-74.000400",NA
"269 BOWERY","MANHATTAN",2021-11-30,"Open","Site downloaded for cleaning","10002","40.723530","-73.992817",NA
"6701 NEW UTRECHT AVENUE","BROOKLYN",2021-11-30,"Open","Property Research Required","11219","40.621565","-73.998300",NA
"1115 ASTOR AVENUE","BRONX",2021-11-30,"Open","Site downloaded for cleaning","10469","40.859746","-73.855410",NA
"6810 NEW UTRECHT AVENUE","BROOKLYN",2021-11-30,"Open","Property Research Required","11219","40.621092","-73.998447",NA
"28 KOSCIUSKO STREET","BROOKLYN",2021-11-30,"Open","Site downloaded for cleaning","11205","40.690331","-73.953855",NA
"7101 18 AVENUE","BROOKLYN",2021-11-30,"Open","Graffiti Reported","11204","40.615603","-73.993726",NA
"1516 67 STREET","BROOKLYN",2021-11-30,"Open","Site downloaded for cleaning","11219","40.621427","-73.997943",NA
"5902 NEW UTRECHT AVENUE","BROOKLYN",2021-11-30,"Open","Graffiti Reported","11219","40.628314","-73.996383",NA
"7023 18 AVENUE","BROOKLYN",2021-11-30,"Open","Graffiti Reported","11204","40.616083","-73.993246",NA
"7107 NEW UTRECHT AVENUE","BROOKLYN",2021-11-30,"Open","Site downloaded for cleaning","11228","40.618795","-73.999071",NA
"8014 NEW UTRECHT AVENUE","BROOKLYN",2021-11-30,"Open","Graffiti Reported","11214","40.611642","-74.001142",NA
"180 HESTER STREET","MANHATTAN",2021-11-30,"Open","Site downloaded for cleaning","10013","40.718109","-73.997810",NA
"1564 EAST  174 STREET","BRONX",2021-11-30,"Open","Site downloaded for cleaning","10472","40.834005","-73.878077",NA
"250 MULBERRY STREET","MANHATTAN",2021-11-30,"Open","Site downloaded for cleaning","10012","40.723151","-73.995779",NA
"164 BOWERY","MANHATTAN",2021-11-30,"Open","Site downloaded for cleaning","10012","40.720069","-73.994156",NA
"1081 UTICA AVENUE","BROOKLYN",2021-11-30,"Open","Site downloaded for cleaning","11203","40.646674","-73.929828",NA
"193 BOWERY","MANHATTAN",2021-11-30,"Open","Site downloaded for cleaning","10002","40.720851","-73.993817",NA
"1701 FLATBUSH AVENUE","BROOKLYN",2021-11-30,"Open","Graffiti Reported","11210","40.628418","-73.942989",NA
"104-34 CORONA AVENUE","QUEENS",2021-11-30,"Open","Graffiti Reported","11368","40.743940","-73.857664",NA
"253 SOUNDVIEW AVENUE","BRONX",2021-11-29,"Open","Graffiti Reported","10473","40.810747","-73.855719",NA
"84-45 164 STREET","QUEENS",2021-11-29,"Open","Graffiti Reported","11432","40.713349","-73.801764",NA
"1470 WESTCHESTER AVENUE","BRONX",2021-11-29,"Open","Site downloaded for cleaning","10472","40.828390","-73.881476",NA
"80-18 31 AVENUE","QUEENS",2021-11-29,"Open","Site downloaded for cleaning","11370","40.759056","-73.887635",NA
"30-38 92 STREET","QUEENS",2021-11-29,"Open","Site downloaded for cleaning","11369","40.761026","-73.876896",NA
"101-20 NORTHERN BOULEVARD","QUEENS",2021-11-29,"Open","Site downloaded for cleaning","11368","40.757461","-73.867201",NA
"34-53 JUNCTION BOULEVARD","QUEENS",2021-11-29,"Open","Graffiti Reported","11372","40.753717","-73.871983",NA
"33-11 105 STREET","QUEENS",2021-11-29,"Open","Site downloaded for cleaning","11368","40.757353","-73.863638",NA
"73-20 NORTHERN BOULEVARD","QUEENS",2021-11-29,"Open","Site downloaded for cleaning","11372","40.754703","-73.893461",NA
"79-23 NORTHERN BOULEVARD","QUEENS",2021-11-29,"Open","Site downloaded for cleaning","11372","40.755304","-73.887873",NA
"5410 THIRD AVENUE","BROOKLYN",2021-11-29,"Open","Graffiti Reported","11220","40.645232","-74.017109",NA
"145-19 JAMAICA AVENUE","QUEENS",2021-11-29,"Open","Site downloaded for cleaning","11435","40.701958","-73.809700",NA
"1626 UTICA AVENUE","BROOKLYN",2021-11-29,"Open","Site downloaded for cleaning","11234","40.632425","-73.928329",NA
"86-28 ROOSEVELT AVENUE","QUEENS",2021-11-29,"Open","Site downloaded for cleaning","11372","40.748128","-73.879151",NA
"102-06 NORTHERN BOULEVARD","QUEENS",2021-11-29,"Open","Graffiti Reported","11368","40.757545","-73.866395",NA
"13-26 BEACH CHANNEL DRIVE","QUEENS",2021-11-29,"Open","Graffiti Reported","11691","40.605984","-73.754836",NA
"21-01 MOTT AVENUE","QUEENS",2021-11-29,"Open","Site downloaded for cleaning","11691","40.604593","-73.753613",NA
"2031 WESTCHESTER AVENUE","BRONX",2021-11-29,"Open","Site downloaded for cleaning","10462","40.833686","-73.856612",NA
"104-04 NORTHERN BOULEVARD","QUEENS",2021-11-29,"Open","Graffiti Reported","11368","40.757691","-73.864457",NA
"1784 UTICA AVENUE","BROOKLYN",2021-11-29,"Open","Site downloaded for cleaning","11234","40.628945","-73.927959",NA
"49 ALBANY AVENUE","BROOKLYN",2021-11-29,"Open","Graffiti Reported","11213","40.679263","-73.938475",NA
"86-29 ROOSEVELT AVENUE","QUEENS",2021-11-29,"Open","Graffiti Reported","11372","40.748085","-73.879707",NA
"1110 CLOSE AVENUE","BRONX",2021-11-29,"Open","Graffiti Reported","10472","40.826165","-73.882420",NA
"104 WEST  143 STREET","MANHATTAN",2021-11-29,"Open","Graffiti Reported","10030","40.819291","-73.937551",NA
"91-08 ROCKAWAY BEACH BOULEVARD","QUEENS",2021-11-29,"Open","Graffiti Reported","11693","40.586721","-73.814813",NA
"1702 GATES AVENUE","QUEENS",2021-11-29,"Open","Graffiti Reported","11385","40.702305","-73.909385",NA
"33-15 JUNCTION BOULEVARD","QUEENS",2021-11-29,"Open","Site downloaded for cleaning","11372","40.756373","-73.873411",NA
"1067 ALLERTON AVENUE","BRONX",2021-11-29,"Open","Site downloaded for cleaning","10469","40.865473","-73.857115",NA
"89-28 163 STREET","QUEENS",2021-11-29,"Open","Site downloaded for cleaning","11432","40.706654","-73.798044",NA
"2001 3 AVENUE","MANHATTAN",2021-11-29,"Open","Site downloaded for cleaning","10029","40.793985","-73.942905",NA
"470 NOSTRAND AVENUE","BROOKLYN",2021-11-29,"Open","Site downloaded for cleaning","11216","40.682875","-73.950085",NA
"1355 ATLANTIC AVENUE","BROOKLYN",2021-11-29,"Open","Site downloaded for cleaning","11216","40.678237","-73.945362",NA
"314 57 STREET","BROOKLYN",2021-11-29,"Open","Property Research Required","11220","40.643368","-74.018035",NA
"171 EAST   99 STREET","MANHATTAN",2021-11-29,"Open","Graffiti Reported","10029","40.787507","-73.948811",NA
"87-07 ROOSEVELT AVENUE","QUEENS",2021-11-29,"Open","Site downloaded for cleaning","11372","40.748150","-73.879122",NA
"88-07 ROCKAWAY BEACH BOULEVARD","QUEENS",2021-11-29,"Open","Graffiti Reported","11693","40.587281","-73.813199",NA
"2803 WEST   20 STREET","BROOKLYN",2021-11-29,"Open","Graffiti Reported","11224","40.578322","-73.987256",NA
