"address","borough","date","status","resolution","zip_code","latitude","longitude","closed_date"
"504 BROOK AVENUE","BRONX",2021-08-21,"Open","Graffiti Reported","10455","40.813977","-73.915497",NA
"924 BERGEN STREET","BROOKLYN",2021-08-21,"Open","Site downloaded for cleaning","11238","40.676960","-73.956546",NA
"2370 FLATBUSH AVENUE","BROOKLYN",2021-08-21,"Open","Site downloaded for cleaning","11234","40.612507","-73.925570",NA
"6103 FIFTH AVENUE","BROOKLYN",2021-08-21,"Open","Graffiti Reported","11220","40.638803","-74.016856",NA
"6124 5 AVENUE","BROOKLYN",2021-08-21,"Open","Graffiti Reported","11220","40.638727","-74.016964",NA
"27-19 21 STREET","QUEENS",2021-08-21,"Open","Site downloaded for cleaning","11102","40.771726","-73.926324",NA
"401 EAST  140 STREET","BRONX",2021-08-21,"Open","Site downloaded for cleaning","10454","40.810191","-73.921415",NA
"6105 5 AVENUE","BROOKLYN",2021-08-21,"Open","Site downloaded for cleaning","11220","40.638795","-74.016866",NA
"6211 5 AVENUE","BROOKLYN",2021-08-21,"Open","Graffiti Reported","11220","40.638213","-74.017471",NA
"423 EAST  138 STREET","BRONX",2021-08-21,"Open","Graffiti Reported","10454","40.808701","-73.921901",NA
"6205 5 AVENUE","BROOKLYN",2021-08-21,"Open","Graffiti Reported","11220","40.638238","-74.017446",NA
"6215 5 AVENUE","BROOKLYN",2021-08-21,"Open","Site downloaded for cleaning","11220","40.638197","-74.017490",NA
"6109 5 AVENUE","BROOKLYN",2021-08-21,"Open","Site downloaded for cleaning","11220","40.638779","-74.016881",NA
"510 61 STREET","BROOKLYN",2021-08-21,"Open","Site downloaded for cleaning","11220","40.638600","-74.016290",NA
"6024 5 AVENUE","BROOKLYN",2021-08-21,"Open","Site downloaded for cleaning","11220","40.639300","-74.016369",NA
"85 JEFFERSON STREET","BROOKLYN",2021-08-20,"Open","Site downloaded for cleaning","11206","40.698997","-73.932438",NA
"222 WILLIS AVENUE","BRONX",2021-08-20,"Open","Site downloaded for cleaning","10454","40.808446","-73.923350",NA
"350 EAST  138 STREET","BRONX",2021-08-20,"Open","Property Research Required","10454","40.809737","-73.924411",NA
"211 BROWN PLACE","BRONX",2021-08-20,"Open","Graffiti Reported","10454","40.807338","-73.920472",NA
"46-50 54 AVENUE","QUEENS",2021-08-20,"Open","Site downloaded for cleaning","11378","40.731554","-73.921338",NA
"341 EAST  140 STREET","BRONX",2021-08-20,"Open","Graffiti Reported","10454","40.811263","-73.923954",NA
"2325 GRAND CONCOURSE","BRONX",2021-08-20,"Open","Property Research Required","10468","40.858140","-73.899542",NA
"237 FRONT STREET","BROOKLYN",2021-08-20,"Open","Graffiti Reported","11201","40.702329","-73.983788",NA
"286 WILLIS AVENUE","BRONX",2021-08-20,"Open","Graffiti Reported","10454","40.810046","-73.922196",NA
"231 FRONT STREET","BROOKLYN",2021-08-20,"Open","Site downloaded for cleaning","11201","40.702337","-73.983976",NA
"53 ORCHARD STREET","MANHATTAN",2021-08-20,"Open","Graffiti Reported","10002","40.716616","-73.991018",NA
"650 ZEREGA AVENUE","BRONX",2021-08-20,"Open","Site downloaded for cleaning","10473","40.821077","-73.842194",NA
"68 HESTER STREET","MANHATTAN",2021-08-20,"Open","Site downloaded for cleaning","10002","40.716037","-73.991386",NA
"633 MORRIS PARK AVENUE","BRONX",2021-08-19,"Open","Graffiti Reported","10460","40.844632","-73.868443",NA
"640 MORRIS PARK AVENUE","BRONX",2021-08-19,"Open","Graffiti Reported","10460","40.844652","-73.868360",NA
"1104 LIBERTY AVENUE","BROOKLYN",2021-08-19,"Open","Site downloaded for cleaning","11208","40.678477","-73.868573",NA
"1255 EAST  180 STREET","BRONX",2021-08-19,"Open","Site downloaded for cleaning","10460","40.840514","-73.871961",NA
"1095 CLOSE AVENUE","BRONX",2021-08-19,"Open","Site downloaded for cleaning","10472","40.825149","-73.882198",NA
"80 CANAL STREET","STATEN ISLAND",2021-08-19,"Open","Site downloaded for cleaning","10304","40.626609","-74.076247",NA
"783 VAN NEST AVENUE","BRONX",2021-08-19,"Open","Graffiti Reported","10462","40.844398","-73.862596",NA
"398 MANHATTAN AVENUE","BROOKLYN",2021-08-19,"Open","Graffiti Reported","11211","40.717801","-73.946625",NA
"42 CANAL STREET","STATEN ISLAND",2021-08-19,"Open","Site downloaded for cleaning","10304","40.626739","-74.074784",NA
"511 58 STREET","BROOKLYN",2021-08-19,"Open","Site downloaded for cleaning","11220","40.640338","-74.014485",NA
"505 45 STREET","BROOKLYN",2021-08-19,"Open","Site downloaded for cleaning","11220","40.647676","-74.007005",NA
"2369 LORILLARD PLACE","BRONX",2021-08-19,"Open","Site downloaded for cleaning","10458","40.855667","-73.889894",NA
"535 VAN NEST AVENUE","BRONX",2021-08-19,"Open","Graffiti Reported","10460","40.841392","-73.869769",NA
"475 VAN NEST AVENUE","BRONX",2021-08-19,"Open","Site downloaded for cleaning","10460","40.840260","-73.870808",NA
"8302 THIRD AVENUE","BROOKLYN",2021-08-19,"Open","Site downloaded for cleaning","11209","40.625582","-74.030206",NA
"2061 BATH AVENUE","BROOKLYN",2021-08-19,"Open","Site downloaded for cleaning","11214","40.600345","-73.999928",NA
"1742 UNION PORT ROAD","BRONX",2021-08-19,"Open","Site downloaded for cleaning","10462","40.844426","-73.867609",NA
"1735 BATH AVENUE","BROOKLYN",2021-08-19,"Open","Graffiti Reported","11214","40.604574","-74.007282",NA
"1864 WALLACE AVENUE","BRONX",2021-08-19,"Open","Graffiti Reported","10462","40.847117","-73.863924",NA
"583 VAN NEST AVENUE","BRONX",2021-08-19,"Open","Graffiti Reported","10460","40.842228","-73.868434",NA
"145-05 JAMAICA AVENUE","QUEENS",2021-08-19,"Open","Site downloaded for cleaning","11435","40.701975","-73.809790",NA
"104 CANAL STREET","STATEN ISLAND",2021-08-19,"Open","Site downloaded for cleaning","10304","40.626559","-74.076859",NA
"86-18 ROCKAWAY BEACH BOULEVARD","QUEENS",2021-08-19,"Open","Graffiti Reported","11693","40.587539","-73.811506",NA
"181 HAVEMEYER STREET","BROOKLYN",2021-08-19,"Open","Site downloaded for cleaning","11211","40.710674","-73.958112",NA
"84 CANAL STREET","STATEN ISLAND",2021-08-19,"Open","Site downloaded for cleaning","10304","40.626601","-74.076347",NA
"162 BEACH  116 STREET","QUEENS",2021-08-19,"Open","Graffiti Reported","11694","40.578937","-73.836686",NA
"524 VAN NEST AVENUE","BRONX",2021-08-19,"Open","Site downloaded for cleaning","10460","40.841236","-73.869979",NA
"523 VAN NEST AVENUE","BRONX",2021-08-19,"Open","Site downloaded for cleaning","10460","40.841250","-73.869993",NA
"1823 WHITE PLAINS ROAD","BRONX",2021-08-19,"Open","Site downloaded for cleaning","10462","40.845920","-73.866384",NA
"1868 HOLLAND AVENUE","BRONX",2021-08-19,"Open","Site downloaded for cleaning","10462","40.847000","-73.864821",NA
"1711 WHITEPLAINS ROAD","BRONX",2021-08-19,"Open","Site downloaded for cleaning","10462","40.844089","-73.865719",NA
"888 5 AVENUE","BROOKLYN",2021-08-19,"Open","Site downloaded for cleaning","11232","40.651337","-74.003849",NA
"645 VAN NEST AVENUE","BRONX",2021-08-19,"Open","Site downloaded for cleaning","10460","40.843198","-73.866867",NA
"144-17 JAMAICA AVENUE","QUEENS",2021-08-19,"Open","Site downloaded for cleaning","11435","40.702130","-73.810698",NA
"149-26 JAMAICA AVENUE","QUEENS",2021-08-19,"Open","Site downloaded for cleaning","11435","40.701959","-73.805152",NA
"1259 WHITE PLAINS ROAD","BRONX",2021-08-19,"Open","Site downloaded for cleaning","10472","40.832041","-73.862318",NA
"1572 BATH AVENUE","BROOKLYN",2021-08-19,"Open","Site downloaded for cleaning","11228","40.606932","-74.011226",NA
"5516 5 AVENUE","BROOKLYN",2021-08-19,"Open","Site downloaded for cleaning","11220","40.642163","-74.013394",NA
"450A FRONT STREET","STATEN ISLAND",2021-08-19,"Open","Site downloaded for cleaning","10304","40.626712","-74.074118",NA
"1755 TAYLOR AVENUE","BRONX",2021-08-19,"Open","Site downloaded for cleaning","10460","40.842850","-73.869564",NA
"4414 5 AVENUE","BROOKLYN",2021-08-19,"Open","Graffiti Reported","11220","40.648332","-74.006977",NA
"1671 BATH AVENUE","BROOKLYN",2021-08-19,"Open","Graffiti Reported","11214","40.605493","-74.008805",NA
"377 EAST  169 STREET","BRONX",2021-08-19,"Open","Site downloaded for cleaning","10456","40.834374","-73.910134",NA
"1493 WATSON AVENUE","BRONX",2021-08-19,"Open","Site downloaded for cleaning","10472","40.825866","-73.879859",NA
"5821 FIFTH AVENUE","BROOKLYN",2021-08-19,"Open","Graffiti Reported","11220","40.640459","-74.015141",NA
"840 EAST  134 STREET","BRONX",2021-08-19,"Open","Graffiti Reported","10454","40.800816","-73.911494",NA
"610 MORRIS PARK AVENUE","BRONX",2021-08-19,"Open","Site downloaded for cleaning","10460","40.844175","-73.869257",NA
"5812 FIFTH AVENUE","BROOKLYN",2021-08-19,"Open","Graffiti Reported","11220","40.640500","-74.015123",NA
"1686 MCDONALD AVENUE","BROOKLYN",2021-08-19,"Open","Site downloaded for cleaning","11230","40.611820","-73.973578",NA
"3912 FIFTH AVENUE","BROOKLYN",2021-08-19,"Open","Graffiti Reported","11232","40.651140","-74.004051",NA
"4912 5 AVENUE","BROOKLYN",2021-08-19,"Open","Graffiti Reported","11220","40.645540","-74.009884",NA
"479 85 STREET","BROOKLYN",2021-08-19,"Open","Site downloaded for cleaning","11209","40.622569","-74.026354",NA
"1681 BRONXDALE AVENUE","BRONX",2021-08-19,"Open","Site downloaded for cleaning","10462","40.844955","-73.858420",NA
"1718 WHITE PLAINS ROAD","BRONX",2021-08-19,"Open","Site downloaded for cleaning","10462","40.844176","-73.865730",NA
"603 MORRIS PARK AVENUE","BRONX",2021-08-19,"Open","Site downloaded for cleaning","10460","40.844112","-73.869398",NA
"1703 WHITEPLAINS ROAD","BRONX",2021-08-19,"Open","Site downloaded for cleaning","10462","40.844003","-73.865690",NA
"1709 MELVILLE STREET","BRONX",2021-08-19,"Open","Site downloaded for cleaning","10460","40.841925","-73.869735",NA
"1703 TAYLOR AVENUE","BRONX",2021-08-19,"Open","Site downloaded for cleaning","10460","40.842295","-73.868968",NA
"4312 3 AVENUE","BROOKLYN",2021-08-18,"Open","Graffiti Reported","11232","40.651477","-74.010657",NA
"32-15 BROADWAY","QUEENS",2021-08-18,"Open","Graffiti Reported","11106","40.761515","-73.924382",NA
"5804 4 AVENUE","BROOKLYN",2021-08-18,"Open","Graffiti Reported","11220","40.641894","-74.017346",NA
"1403 NECK ROAD","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11229","40.594690","-73.956413",NA
"69-42 64 PLACE","QUEENS",2021-08-18,"Open","Graffiti Reported","11385","40.704053","-73.892788",NA
"5202 4 AVENUE","BROOKLYN",2021-08-18,"Open","Graffiti Reported","11220","40.645262","-74.013848",NA
"5814 4 AVENUE","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11220","40.641855","-74.017390",NA
"189-03 JAMAICA AVENUE","QUEENS",2021-08-18,"Open","Graffiti Reported","11423","40.711468","-73.769966",NA
"724 SOUTHERN BOULEVARD","BRONX",2021-08-18,"Open","Site downloaded for cleaning","10455","40.814120","-73.898485",NA
"5524 4 AVENUE","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11220","40.643494","-74.015686",NA
"190-34 JAMAICA AVENUE","QUEENS",2021-08-18,"Open","Graffiti Reported","11423","40.712163","-73.769210",NA
"4712 3 AVENUE","BROOKLYN",2021-08-18,"Open","Graffiti Reported","11220","40.649234","-74.012981",NA
"231 BROAD STREET","STATEN ISLAND",2021-08-18,"Open","Site downloaded for cleaning","10304","40.623769","-74.082227",NA
"1568 RALPH AVENUE","BROOKLYN",2021-08-18,"Open","Graffiti Reported","11236","40.638864","-73.919329",NA
"700 LORIMER STREET","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11211","40.717879","-73.949983",NA
"5212 FOURTH AVENUE","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11220","40.645224","-74.013888",NA
"4822 3 AVENUE","BROOKLYN",2021-08-18,"Open","Graffiti Reported","11220","40.648394","-74.013856",NA
"4424 3 AVENUE","BROOKLYN",2021-08-18,"Open","Graffiti Reported","11220","40.650867","-74.011291",NA
"5202 3 AVENUE","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11220","40.646464","-74.015838",NA
"5707 4 AVENUE","BROOKLYN",2021-08-18,"Open","Graffiti Reported","11220","40.642435","-74.016756",NA
"121 31 STREET","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11232","40.657947","-74.002883",NA
"4501 3 AVENUE","BROOKLYN",2021-08-18,"Open","Graffiti Reported","11232","40.650392","-74.011755",NA
"5427 FLATLANDS AVENUE","BROOKLYN",2021-08-18,"Open","Graffiti Reported","11234","40.628766","-73.923718",NA
"849 MARCY AVENUE","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11216","40.684271","-73.946983",NA
"5220 FOURTH AVENUE","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11220","40.645191","-74.013924",NA
"1601 MERMAID AVENUE","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11224","40.576735","-73.983873",NA
"279 40 STREET","BROOKLYN",2021-08-18,"Open","Graffiti Reported","11232","40.653772","-74.009550",NA
"273 44 STREET","BROOKLYN",2021-08-18,"Open","Site to be cleaned.","11232","40.651581","-74.011983",NA
"197-11 JAMAICA AVENUE","QUEENS",2021-08-18,"Open","Graffiti Reported","11423","40.713396","-73.762575",NA
"4802 3 AVENUE","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11220","40.648721","-74.013517",NA
"312 GRAND STREET","BROOKLYN",2021-08-18,"Open","Graffiti Reported","11211","40.712862","-73.957129",NA
"954 UTICA AVENUE","BROOKLYN",2021-08-18,"Open","Graffiti Reported","11203","40.649562","-73.930160",NA
"5711 4 AVENUE","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11220","40.642418","-74.016770",NA
"275 46 STREET","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11220","40.650444","-74.013100",NA
"225 BROAD STREET","STATEN ISLAND",2021-08-18,"Open","Site downloaded for cleaning","10304","40.623813","-74.082090",NA
"215 BROAD STREET","STATEN ISLAND",2021-08-18,"Open","Site downloaded for cleaning","10304","40.623968","-74.081604",NA
"139-40 HILLSIDE AVENUE","QUEENS",2021-08-18,"Open","Site downloaded for cleaning","11435","40.704472","-73.814172",NA
"97-02 101 AVENUE","QUEENS",2021-08-18,"Open","Site downloaded for cleaning","11416","40.684809","-73.844071",NA
"197-19 JAMAICA AVENUE","QUEENS",2021-08-18,"Open","Graffiti Reported","11423","40.713401","-73.762471",NA
"5102 3 AVENUE","BROOKLYN",2021-08-18,"Open","Graffiti Reported","11220","40.647035","-74.015265",NA
"303 TOMPKINS AVENUE","BROOKLYN",2021-08-18,"Open","Graffiti Reported","11216","40.687610","-73.944752",NA
"5509 FOURTH AVENUE","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11220","40.643549","-74.015603",NA
"293 PUTNAM AVENUE","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11216","40.683946","-73.950849",NA
"1770 RALPH AVENUE","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11236","40.633764","-73.918788",NA
"4512 THIRD AVENUE","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11220","40.650354","-74.011820",NA
"407 NOSTRAND AVENUE","BROOKLYN",2021-08-18,"Open","Graffiti Reported","11216","40.683698","-73.950229",NA
"211 BROAD STREET","STATEN ISLAND",2021-08-18,"Open","Site downloaded for cleaning","10304","40.624014","-74.081460",NA
"4708 3 AVENUE","BROOKLYN",2021-08-18,"Open","Graffiti Reported","11220","40.649251","-74.012963",NA
"5812 4 AVENUE","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11220","40.641864","-74.017379",NA
"2064 FLATBUSH AVENUE","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11234","40.619454","-73.933422",NA
"5301 4 AVENUE","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11220","40.644702","-74.014403",NA
"724 EAST  161 STREET","BRONX",2021-08-18,"Open","Site downloaded for cleaning","10456","40.821432","-73.905183",NA
"410 54 STREET","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11220","40.643893","-74.014363",NA
"3032 RICHMOND TERRACE","STATEN ISLAND",2021-08-18,"Open","Site downloaded for cleaning","10303","40.637410","-74.160776",NA
"4902 3 AVENUE","BROOKLYN",2021-08-18,"Open","Graffiti Reported","11220","40.648152","-74.014105",NA
"313 36 STREET","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11232","40.655273","-74.006004",NA
"9205 FLATLANDS AVENUE","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11236","40.641208","-73.904481",NA
"9112 FLATLANDS AVENUE","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11236","40.640810","-73.905061",NA
"1622 RALPH AVENUE","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11236","40.637637","-73.919201",NA
"8823 FLATLANDS AVENUE","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11236","40.639423","-73.907240",NA
"42-08 80 STREET","QUEENS",2021-08-18,"Open","Site downloaded for cleaning","11373","40.743446","-73.884894",NA
"5615 4 AVENUE","BROOKLYN",2021-08-18,"Open","Graffiti Reported","11220","40.642965","-74.016208",NA
"4304 3 AVENUE","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11232","40.651510","-74.010620",NA
"5617 4 AVENUE","BROOKLYN",2021-08-18,"Open","Graffiti Reported","11220","40.642956","-74.016215",NA
"217 BROAD STREET","STATEN ISLAND",2021-08-18,"Open","Site downloaded for cleaning","10304","40.623940","-74.081694",NA
"1954 CLINTON AVENUE","BRONX",2021-08-18,"Open","Site downloaded for cleaning","10457","40.844688","-73.890266",NA
"750 3 AVENUE","BROOKLYN",2021-08-18,"Open","Graffiti Reported","11232","40.661880","-73.999827",NA
"5004 THIRD AVENUE","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11220","40.647584","-74.014699",NA
"774 3 AVENUE","BROOKLYN",2021-08-18,"Open","Graffiti Reported","11232","40.661043","-74.000699",NA
"5310 FOURTH AVENUE","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11220","40.644672","-74.014461",NA
"187-42 HILLSIDE AVENUE","QUEENS",2021-08-18,"Open","Site downloaded for cleaning","11432","40.714957","-73.774200",NA
"5805 FOURTH AVENUE","BROOKLYN",2021-08-18,"Open","Site downloaded for cleaning","11220","40.641883","-74.017328",NA
"184 TOMPKINS AVENUE","BROOKLYN",2021-08-17,"Open","Graffiti Reported","11206","40.692655","-73.945776",NA
"115-07 MERRICK BOULEVARD","QUEENS",2021-08-17,"Open","Graffiti Reported","11434","40.689676","-73.777700",NA
"4434 WHITE PLAINS ROAD","BRONX",2021-08-17,"Open","Site downloaded for cleaning","10470","40.899050","-73.853780",NA
"212 WEST  231 STREET","BRONX",2021-08-17,"Open","Site downloaded for cleaning","10463","40.879139","-73.905246",NA
"165 TOMPKINS AVENUE","BROOKLYN",2021-08-17,"Open","Graffiti Reported","11206","40.693723","-73.945966",NA
"271 56 STREET","BROOKLYN",2021-08-17,"Open","Graffiti Reported","11220","40.644910","-74.019034",NA
"116 TOMPKINS AVENUE","BROOKLYN",2021-08-17,"Open","Graffiti Reported","11206","40.695304","-73.946300",NA
"313 46 STREET","BROOKLYN",2021-08-17,"Open","Graffiti Reported","11220","40.649566","-74.011651",NA
"119-02 MERRICK BOULEVARD","QUEENS",2021-08-17,"Open","Site downloaded for cleaning","11434","40.685687","-73.772990",NA
"104-03 177 STREET","QUEENS",2021-08-17,"Open","Graffiti Reported","11433","40.704085","-73.781627",NA
"175-44 LIBERTY AVENUE","QUEENS",2021-08-17,"Open","Graffiti Reported","11433","40.704875","-73.784084",NA
"126-19 MERRICK BOULEVARD","QUEENS",2021-08-17,"Open","Graffiti Reported","11434","40.681871","-73.766062",NA
"1915 MERMAID AVENUE","BROOKLYN",2021-08-17,"Closed","Cleaning crew dispatched.  Property cleaned.","11224","40.576489","-73.986098",2021-10-19
"106-50 SUTPHIN BOULEVARD","QUEENS",2021-08-16,"Open","Graffiti Reported","11435","40.694375","-73.801882",NA
"153-12 HILLSIDE AVENUE","QUEENS",2021-08-16,"Open","Graffiti Reported","11432","40.707293","-73.804235",NA
"2496 ARTHUR AVENUE","BRONX",2021-08-16,"Open","Site downloaded for cleaning","10458","40.858075","-73.885411",NA
"1859 BRONXDALE AVENUE","BRONX",2021-08-16,"Open","Site downloaded for cleaning","10462","40.847993","-73.860253",NA
"153-40 HILLSIDE AVENUE","QUEENS",2021-08-16,"Open","Site downloaded for cleaning","11432","40.707296","-73.804227",NA
"110-46 SUTPHIN BOULEVARD","QUEENS",2021-08-16,"Open","Graffiti Reported","11435","40.689070","-73.795951",NA
"493 TOMPKINS AVENUE","BROOKLYN",2021-08-16,"Open","Graffiti Reported","11216","40.680423","-73.943323",NA
"79-02 32 AVENUE","QUEENS",2021-08-16,"Open","Site downloaded for cleaning","11370","40.757396","-73.888389",NA
"141 NEPTUNE AVENUE","BROOKLYN",2021-08-16,"Open","Graffiti Reported","11235","40.582221","-73.958747",NA
"88-01 PARSONS BOULEVARD","QUEENS",2021-08-16,"Open","Graffiti Reported","11432","40.706603","-73.802130",NA
"509 JUNIUS STREET","BROOKLYN",2021-08-16,"Open","Public Property (Non-City)","11212","40.661859","-73.900973",NA
"2308 86 STREET","BROOKLYN",2021-08-16,"Open","Graffiti Reported","11214","40.600424","-73.991357",NA
"824 KNICKERBOCKER AVENUE","BROOKLYN",2021-08-16,"Open","Site downloaded for cleaning","11207","40.692177","-73.906716",NA
"2359 WOODHULL AVENUE","BRONX",2021-08-16,"Open","Graffiti Reported","10469","40.860233","-73.841852",NA
"113-06 SUTPHIN BOULEVARD","QUEENS",2021-08-16,"Open","Graffiti Reported","11435","40.686792","-73.794292",NA
"1437 39 STREET","BROOKLYN",2021-08-16,"Open","Site downloaded for cleaning","11218","40.638762","-73.983184",NA
"9218 AVENUE L","BROOKLYN",2021-08-16,"Open","Site downloaded for cleaning","11236","40.636435","-73.898748",NA
"401 EAST   34 STREET","MANHATTAN",2021-08-16,"Open","Graffiti Reported","10016","40.743712","-73.973309",NA
"1591 CANARSIE ROAD","BROOKLYN",2021-08-16,"Open","Graffiti Reported","11236","40.633594","-73.895038",NA
"538 JUNIUS STREET","BROOKLYN",2021-08-16,"Open","Graffiti Reported","11212","40.661335","-73.900862",NA
"317 HOWARD AVENUE","BROOKLYN",2021-08-16,"Open","Graffiti Reported","11233","40.677052","-73.919200",NA
"113-17 SUTPHIN BOULEVARD","QUEENS",2021-08-16,"Open","Graffiti Reported","11435","40.686756","-73.794239",NA
"895 HOME STREET","BRONX",2021-08-16,"Open","Site downloaded for cleaning","10459","40.828339","-73.894564",NA
"113-03 SUTPHIN BOULEVARD","QUEENS",2021-08-16,"Open","Site downloaded for cleaning","11435","40.686816","-73.794285",NA
"106-03 SUTPHIN BOULEVARD","QUEENS",2021-08-16,"Open","Site downloaded for cleaning","11435","40.694989","-73.802745",NA
"2306 86 STREET","BROOKLYN",2021-08-16,"Closed","Cleaning crew dispatched.  Property cleaned.","11214","40.600446","-73.991393",2021-09-14
"375 NEWPORT STREET","BROOKLYN",2021-08-16,"Open","Graffiti Reported","11212","40.660547","-73.900975",NA
"3025 WEST   32 STREET","BROOKLYN",2021-08-16,"Open","Public Property (Non-City)","11224","40.572065","-73.997919",NA
"59-52 160 STREET","QUEENS",2021-08-15,"Open","Site downloaded for cleaning","11365","40.739614","-73.808405",NA
"4603 8 AVENUE","BROOKLYN",2021-08-15,"Open","Graffiti Reported","11220","40.643262","-74.001467",NA
"773 47 STREET","BROOKLYN",2021-08-15,"Open","Graffiti Reported","11220","40.643251","-74.002695",NA
"32-64 43 STREET","QUEENS",2021-08-15,"Open","Site downloaded for cleaning","11103","40.757414","-73.916969",NA
"1726 MC DONALD AVENUE","BROOKLYN",2021-08-08,"Open","Site downloaded for cleaning","11230","40.610634","-73.973355",NA
"1377 DAHILL ROAD","BROOKLYN",2021-08-08,"Open","Site downloaded for cleaning","11204","40.614272","-73.975075",NA
"808 BAY RIDGE AVENUE","BROOKLYN",2021-08-08,"Open","Site downloaded for cleaning","11220","40.630196","-74.014659",NA
"618 62 STREET","BROOKLYN",2021-08-08,"Open","Site downloaded for cleaning","11220","40.636638","-74.014542",NA
"1750 MC DONALD AVENUE","BROOKLYN",2021-08-08,"Open","Site downloaded for cleaning","11230","40.610220","-73.973276",NA
"5104 4 AVENUE","BROOKLYN",2021-08-08,"Open","Site downloaded for cleaning","11220","40.645817","-74.013272",NA
"6411 6 AVENUE","BROOKLYN",2021-08-08,"Open","Graffiti Reported","11220","40.635809","-74.016383",NA
"1655 MCDONALD AVENUE","BROOKLYN",2021-08-08,"Open","Site downloaded for cleaning","11230","40.612325","-73.973650",NA
"1515 WEST    1 STREET","BROOKLYN",2021-08-08,"Open","Site downloaded for cleaning","11204","40.609746","-73.975196",NA
"579 58 STREET","BROOKLYN",2021-08-08,"Open","Graffiti Reported","11220","40.639690","-74.013415",NA
"1685 MCDONALD AVENUE","BROOKLYN",2021-08-08,"Open","Site downloaded for cleaning","11230","40.611820","-73.973556",NA
"752A WOODWARD AVENUE","QUEENS",2021-08-08,"Open","Site downloaded for cleaning","11385","40.704357","-73.904798",NA
"607 53 STREET","BROOKLYN",2021-08-08,"Open","Site downloaded for cleaning","11220","40.641848","-74.009430",NA
"517 51 STREET","BROOKLYN",2021-08-08,"Open","Graffiti Reported","11220","40.644200","-74.010313",NA
"2273 WESTCHESTER AVENUE","BRONX",2021-08-08,"Open","Site downloaded for cleaning","10462","40.835057","-73.848774",NA
"6905 6 AVENUE","BROOKLYN",2021-08-08,"Open","Graffiti Reported","11209","40.632172","-74.018583",NA
"607 55 STREET","BROOKLYN",2021-08-08,"Open","Site downloaded for cleaning","11220","40.640832","-74.010774",NA
"1836 MCDONALD AVENUE","BROOKLYN",2021-08-08,"Open","Site downloaded for cleaning","11223","40.607898","-73.972834",NA
"5411 6 AVENUE","BROOKLYN",2021-08-08,"Open","Graffiti Reported","11220","40.641406","-74.010565",NA
"104-04 164 STREET","QUEENS",2021-08-08,"Open","Site downloaded for cleaning","11433","40.700109","-73.792766",NA
"2378 60 STREET","BROOKLYN",2021-08-08,"Open","Site downloaded for cleaning","11204","40.614203","-73.974308",NA
"37-52 COLLEGE POINT BOULEVARD","QUEENS",2021-08-08,"Open","Site downloaded for cleaning","11355","40.760021","-73.834860",NA
"35-15 GREENPOINT AVENUE","QUEENS",2021-08-08,"Open","Graffiti Reported","11101","40.737255","-73.930606",NA
"1593 MCDONALD AVENUE","BROOKLYN",2021-08-08,"Open","Site downloaded for cleaning","11230","40.614390","-73.974052",NA
"611 62 STREET","BROOKLYN",2021-08-08,"Open","Site downloaded for cleaning","11220","40.636726","-74.014654",NA
"1674 MCDONALD AVENUE","BROOKLYN",2021-08-08,"Open","Graffiti Reported","11230","40.612021","-73.973618",NA
"664 64 STREET","BROOKLYN",2021-08-08,"Open","Graffiti Reported","11220","40.635082","-74.014981",NA
"803 MANHATTAN AVENUE","BROOKLYN",2021-08-07,"Open","Property Research Required","11222","40.727833","-73.953115",NA
"2262 8 AVENUE","MANHATTAN",2021-08-07,"Open","Graffiti Reported","10027","40.808020","-73.952733",NA
"1131 THIERIOT AVENUE","BRONX",2021-08-07,"Open","Graffiti Reported","10472","40.828823","-73.863759",NA
